"","PROBEID","SYMBOL","ENTREZID","ENSEMBL","GENENAME"
"1536","1455351_at","U2surp","67958","ENSMUSG00000032407","U2 snRNP-associated SURP domain containing"
"1537","1448104_at","Aldh6a1","104776","ENSMUSG00000021238","aldehyde dehydrogenase family 6, subfamily A1"
"1538","1454648_s_at","Nopchap1","28109","ENSMUSG00000020255","NOP protein chaperone 1"
"1539","1448752_at","Car2","12349","ENSMUSG00000027562","carbonic anhydrase 2"
"1540","1447432_s_at","Zfp263","74120","ENSMUSG00000022529","zinc finger protein 263"
"1541","1448416_at","Mgp","17313","ENSMUSG00000030218","matrix Gla protein"
"1542","1448713_at","Stat4","20849","ENSMUSG00000062939","signal transducer and activator of transcription 4"
"1543","1423982_at","Srsf10","14105","ENSMUSG00000028676","serine and arginine-rich splicing factor 10"
"1544","1434625_at","Zfp943","74670","ENSMUSG00000053347","zinc finger prtoein 943"
"1545","1451077_at","Rpl5","100503670","ENSMUSG00000058558","ribosomal protein L5"
"1546","1450938_at","Pnn","18949","ENSMUSG00000020994","pinin"
"1547","1428733_at","Gngt2","14710","ENSMUSG00000038811","guanine nucleotide binding protein (G protein), gamma transducing activity polypeptide 2"
"1548","1427965_at","Ssbp1","381760","ENSMUSG00000029911","single-stranded DNA binding protein 1"
"1549","1435074_at","Tmem106b","71900","ENSMUSG00000029571","transmembrane protein 106B"
"1550","1420822_s_at","Sgpp1","81535","ENSMUSG00000021054","sphingosine-1-phosphate phosphatase 1"
"1551","1422557_s_at","Mt1","17748","ENSMUSG00000031765","metallothionein 1"
"1552","1426762_s_at","Kdm1a","99982","ENSMUSG00000036940","lysine (K)-specific demethylase 1A"
"1553","1416106_at","Kti12","100087","ENSMUSG00000073775","KTI12 homolog, chromatin associated"
"1554","1425580_a_at","Pik3c3","225326","ENSMUSG00000033628","phosphatidylinositol 3-kinase catalytic subunit type 3"
"1555","1417702_a_at","Hnmt","140483","ENSMUSG00000026986","histamine N-methyltransferase"
"1556","1456393_at","Bbip1","100503572","ENSMUSG00000084957","BBSome interacting protein 1"
"1557","1460227_at","Timp1","21857","ENSMUSG00000001131","tissue inhibitor of metalloproteinase 1"
"1558","1455323_at","Rbak","57782","ENSMUSG00000061898","RB-associated KRAB zinc finger"
"1559","1426716_at","Tdrd7","100121","ENSMUSG00000035517","tudor domain containing 7"
"1560","1420497_a_at","Cebpz","12607","ENSMUSG00000024081","CCAAT/enhancer binding protein zeta"
"1561","1426124_a_at","Clk1","12747","ENSMUSG00000026034","CDC-like kinase 1"
"1562","1435137_s_at","1200015M12Rik","71739",NA,"RIKEN cDNA 1200015M12 gene"
"1563","1428162_at","Lrif1","321000","ENSMUSG00000056260","ligand dependent nuclear receptor interacting factor 1"
"1564","1452713_a_at","Snrnp40","66585","ENSMUSG00000074088","small nuclear ribonucleoprotein 40 (U5)"
"1565","1421525_a_at","Naip5","17951","ENSMUSG00000071203","NLR family, apoptosis inhibitory protein 5"
"1566","1423479_at","Nol11","68979","ENSMUSG00000018433","nucleolar protein 11"
"1567","1422669_at","Ebag9","55960","ENSMUSG00000022339","estrogen receptor-binding fragment-associated gene 9"
"1568","1429954_at","Clec4a3","73149","ENSMUSG00000043832","C-type lectin domain family 4, member a3"
"1569","1434557_at","Hip1","215114","ENSMUSG00000039959","huntingtin interacting protein 1"
"1570","1435829_at","Zmat1","215693","ENSMUSG00000052676","zinc finger, matrin type 1"
"1571","1424436_at","Gart","14450","ENSMUSG00000022962","phosphoribosylglycinamide formyltransferase"
"1572","1435641_at","Mgat4a","269181","ENSMUSG00000026110","mannoside acetylglucosaminyltransferase 4, isoenzyme A"
"1573","1434478_at","Heca","380629","ENSMUSG00000039879","hdc homolog, cell cycle regulator"
"1574","1455745_at","Cln8","26889","ENSMUSG00000026317","CLN8 transmembrane ER and ERGIC protein"
"1575","1455728_at","Pten","19211","ENSMUSG00000013663","phosphatase and tensin homolog"
"1576","1448605_at","Rhoc","11853","ENSMUSG00000002233","ras homolog family member C"
"1577","1434245_a_at","Cyb561a3","225912","ENSMUSG00000034445","cytochrome b561 family, member A3"
"1578","1450919_at","Mpp1","17524","ENSMUSG00000031402","membrane protein, palmitoylated"
"1579","1437699_at","E430014B02Rik","320908",NA,"RIKEN cDNA E430014B02 gene"
"1580","1436153_a_at","Zmynd11","66505","ENSMUSG00000021156","zinc finger, MYND domain containing 11"
"1581","1425704_at","Dhrs11","192970","ENSMUSG00000034449","dehydrogenase/reductase 11"
"1582","1438037_at","Herc6","67138","ENSMUSG00000029798","hect domain and RLD 6"
"1583","1418516_at","Mtf2","17765","ENSMUSG00000029267","metal response element binding transcription factor 2"
"1584","1442135_at","Ado","211488","ENSMUSG00000057134","2-aminoethanethiol dioxygenase"
"1585","1434068_s_at","AI662270","100043636","ENSMUSG00000087107","expressed sequence AI662270"
"1586","1436871_at","Srsf7","225027","ENSMUSG00000024097","serine and arginine-rich splicing factor 7"
"1587","1435346_at","Ccdc82","66396","ENSMUSG00000079084","coiled-coil domain containing 82"
"1588","1437027_x_at","Rnps1","19826","ENSMUSG00000034681","RNA binding protein with serine rich domain 1"
"1589","1451024_at","S1pr4","13611","ENSMUSG00000044199","sphingosine-1-phosphate receptor 4"
"1590","1444409_at","Rph3al","380714","ENSMUSG00000020847","rabphilin 3A-like (without C2 domains)"
"1591","1434399_at","Galnt6","207839","ENSMUSG00000037280","polypeptide N-acetylgalactosaminyltransferase 6"
"1592","1452754_at","Creld2","76737","ENSMUSG00000023272","cysteine-rich with EGF-like domains 2"
"1593","1448274_at","C1qbp","12261","ENSMUSG00000018446","complement component 1, q subcomponent binding protein"
"1594","1417707_at","N4bp2l1","100637","ENSMUSG00000041132","NEDD4 binding protein 2-like 1"
"1595","1452241_at","Topbp1","235559","ENSMUSG00000032555","topoisomerase (DNA) II binding protein 1"
"1596","1418637_at","Etv3","27049","ENSMUSG00000003382","ets variant 3"
"1597","1425981_a_at","Rbl2","19651","ENSMUSG00000031666","RB transcriptional corepressor like 2"
"1598","1448226_at","Rrm2","20135","ENSMUSG00000020649","ribonucleotide reductase M2"
"1599","1419451_at","Fzr1","56371","ENSMUSG00000020235","fizzy and cell division cycle 20 related 1"
"1600","1450066_at","Ubr1","22222","ENSMUSG00000027272","ubiquitin protein ligase E3 component n-recognin 1"
"1601","1434434_s_at","Tcerg1","56070","ENSMUSG00000024498","transcription elongation regulator 1 (CA150)"
"1602","1429379_at","Lyve1","114332","ENSMUSG00000030787","lymphatic vessel endothelial hyaluronan receptor 1"
"1603","1419573_a_at","Lgals1","16852","ENSMUSG00000068220","lectin, galactose binding, soluble 1"
"1604","1449015_at","Retnla","57262","ENSMUSG00000061100","resistin like alpha"
"1605","1427837_at","Igkv15-103","692169","ENSMUSG00000076523","immunoglobulin kappa chain variable 15-103"
"1606","1436759_x_at","Cnn3","71994","ENSMUSG00000053931","calponin 3, acidic"
"1607","1428804_at","Mfap3l","71306","ENSMUSG00000031647","microfibrillar-associated protein 3-like"
"1608","1425295_at","Rnase2a","93726","ENSMUSG00000047222","ribonuclease, RNase A family, 2A (liver, eosinophil-derived neurotoxin)"
"1609","1416892_s_at","Fam107b","66540","ENSMUSG00000026655","family with sequence similarity 107, member B"
"1610","1417695_a_at","Soat1","20652","ENSMUSG00000026600","sterol O-acyltransferase 1"
"1611","1424383_at","Tmem51","214359","ENSMUSG00000040616","transmembrane protein 51"
"1612","1447522_s_at","Tnks2","74493","ENSMUSG00000024811","tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase 2"
"1613","1435357_at","Rsrp1","27981","ENSMUSG00000037266","arginine/serine rich protein 1"
"1614","1455643_s_at","Tsr1","104662","ENSMUSG00000038335","TSR1 20S rRNA accumulation"
"1615","1433681_x_at","Capn3","12335","ENSMUSG00000079110","calpain 3"
"1616","1455486_at","Pias1","56469","ENSMUSG00000032405","protein inhibitor of activated STAT 1"
"1617","1434856_at","Ankrd44","329154","ENSMUSG00000052331","ankyrin repeat domain 44"
"1618","1460009_at","Ier5","15939","ENSMUSG00000056708","immediate early response 5"
"1619","1429139_at","Otud7b","229603","ENSMUSG00000038495","OTU domain containing 7B"
"1620","1454774_at","Zfp445","235682","ENSMUSG00000047036","zinc finger protein 445"
"1621","1430527_a_at","Rnf167","70510","ENSMUSG00000040746","ring finger protein 167"
"1622","1433668_at","Pnrc1","108767","ENSMUSG00000040128","proline-rich nuclear receptor coactivator 1"
"1623","1454838_s_at","Pkdcc","106522","ENSMUSG00000024247","protein kinase domain containing, cytoplasmic"
"1624","1438999_a_at","Nfat5","54446","ENSMUSG00000003847","nuclear factor of activated T cells 5"
"1625","1435291_at","Lemd3","380664","ENSMUSG00000048661","LEM domain containing 3"
"1626","1460194_at","Phyh","16922","ENSMUSG00000026664","phytanoyl-CoA hydroxylase"
"1627","1424335_at","Ppcdc","66812","ENSMUSG00000063849","phosphopantothenoylcysteine decarboxylase"
"1628","1428407_at","Hnrnpa0","77134","ENSMUSG00000007836","heterogeneous nuclear ribonucleoprotein A0"
"1629","1437525_a_at","Polr3a","218832","ENSMUSG00000025280","polymerase (RNA) III (DNA directed) polypeptide A"
"1630","1450664_at","Gabpa","14390","ENSMUSG00000008976","GA repeat binding protein, alpha"
"1631","1417185_at","Ly6a","110454","ENSMUSG00000075602","lymphocyte antigen 6 family member A"
"1632","1433946_at","Zik1","22775","ENSMUSG00000030393","zinc finger protein interacting with K protein 1"
"1633","1448409_at","Irag2","16970","ENSMUSG00000030263","inositol 1,4,5-triphosphate receptor associated 2"
"1634","1452438_s_at","Taf4","228980","ENSMUSG00000039117","TATA-box binding protein associated factor 4"
"1635","1417932_at","Il18","16173","ENSMUSG00000039217","interleukin 18"
"1636","1434113_a_at","Rexo4","227656","ENSMUSG00000052406","REX4, 3'-5' exonuclease"
"1637","1422808_s_at","Dock2","94176","ENSMUSG00000020143","dedicator of cyto-kinesis 2"
"1638","1426803_at","Rbm26","74213","ENSMUSG00000022119","RNA binding motif protein 26"
"1639","1445173_at","Cep126","234915","ENSMUSG00000040729","centrosomal protein 126"
"1640","1427076_at","Mpeg1","17476","ENSMUSG00000046805","macrophage expressed gene 1"
"1641","1418503_at","Hspa9","15526","ENSMUSG00000024359","heat shock protein 9"
"1642","1434645_at","Cracd","320827","ENSMUSG00000036377","capping protein inhibiting regulator of actin"
"1643","1428942_at","Mt2","17750","ENSMUSG00000031762","metallothionein 2"
"1644","1427886_at","Pom121","107939","ENSMUSG00000053293","nuclear pore membrane protein 121"
"1645","1434179_at","Kmt2c","231051","ENSMUSG00000038056","lysine (K)-specific methyltransferase 2C"
"1646","1416326_at","Crip1","12925","ENSMUSG00000006360","cysteine-rich protein 1"
"1647","1433519_at","Nucks1","98415","ENSMUSG00000026434","nuclear casein kinase and cyclin-dependent kinase substrate 1"
"1648","1428389_s_at","Wdr43","72515","ENSMUSG00000041057","WD repeat domain 43"
"1649","1428823_at","Hddc2","69692","ENSMUSG00000000295","HD domain containing 2"
"1650","1427428_at","Clec4g","75863","ENSMUSG00000074491","C-type lectin domain family 4, member g"
"1651","1425454_a_at","Il12a","16159","ENSMUSG00000027776","interleukin 12a"
"1652","1422668_at","Serpinb9b","20706","ENSMUSG00000021403","serine (or cysteine) peptidase inhibitor, clade B, member 9b"
"1653","1433678_at","Pld4","104759","ENSMUSG00000052160","phospholipase D family member 4"
"1654","1423130_a_at","Srsf5","20384","ENSMUSG00000021134","serine and arginine-rich splicing factor 5"
"1655","1428018_a_at","Cd300c2","140497","ENSMUSG00000044811","CD300C molecule 2"
"1656","1444107_at","Mideas","238317","ENSMUSG00000042507","mitotic deacetylase associated SANT domain protein"
"1657","1423142_a_at","Gtpbp4","69237","ENSMUSG00000021149","GTP binding protein 4"
"1658","1428744_s_at","Bri3bp","76809","ENSMUSG00000037905","Bri3 binding protein"
"1659","1436312_at","Ikzf1","22778","ENSMUSG00000018654","IKAROS family zinc finger 1"
"1660","1431422_a_at","Dusp14","56405","ENSMUSG00000018648","dual specificity phosphatase 14"
"1661","1426416_a_at","Yipf4","67864","ENSMUSG00000024072","Yip1 domain family, member 4"
"1662","1454952_s_at","Ncapd3","78658","ENSMUSG00000035024","non-SMC condensin II complex, subunit D3"
"1663","1428529_at","Snhg5","72655","ENSMUSG00000097195","small nucleolar RNA host gene 5"
"1664","1451139_at","Slc39a4","72027","ENSMUSG00000063354","solute carrier family 39 (zinc transporter), member 4"
"1665","1449628_s_at","Stard7","99138","ENSMUSG00000027367","StAR related lipid transfer domain containing 7"
"1666","1452123_s_at","Frmd4b","232288","ENSMUSG00000030064","FERM domain containing 4B"
"1667","1456210_at","Proser2","227545","ENSMUSG00000045319","proline and serine rich 2"
"1668","1422231_a_at","Tnfrsf25","85030","ENSMUSG00000024793","tumor necrosis factor receptor superfamily, member 25"
"1669","1436656_at","Tmem150c","231503","ENSMUSG00000050640","transmembrane protein 150C"
"1670","1456439_x_at","Mical1","171580","ENSMUSG00000019823","microtubule associated monooxygenase, calponin and LIM domain containing 1"
"1671","1417391_a_at","Il16","16170","ENSMUSG00000001741","interleukin 16"
"1672","1435657_at","Ston2","108800","ENSMUSG00000020961","stonin 2"
"1673","1438809_at","Atp5f1c","11949","ENSMUSG00000025781","ATP synthase F1 subunit gamma"
"1674","1416202_at","Phb2","12034","ENSMUSG00000004264","prohibitin 2"
"1675","1420498_a_at","Dab2","13132","ENSMUSG00000022150","disabled 2, mitogen-responsive phosphoprotein"
"1676","1440315_at","Mbnl1","56758","ENSMUSG00000027763","muscleblind like splicing regulator 1"
"1677","1450495_a_at","Klrk1","27007","ENSMUSG00000030149","killer cell lectin-like receptor subfamily K, member 1"
"1678","1451941_a_at","Fcgr2b","14130","ENSMUSG00000026656","Fc receptor, IgG, low affinity IIb"
"1679","1456060_at","Maf","17132","ENSMUSG00000055435","MAF bZIP transcription factor"
"1680","1451253_at","Pxk","218699","ENSMUSG00000033885","PX domain containing serine/threonine kinase"
"1681","1429796_at","Kalrn","545156","ENSMUSG00000061751","kalirin, RhoGEF kinase"
"1682","1455318_at","Timd4","276891","ENSMUSG00000055546","T cell immunoglobulin and mucin domain containing 4"
"1683","1434840_at","Agfg1","15463","ENSMUSG00000026159","ArfGAP with FG repeats 1"
"1684","1424342_at","Fyttd1","69823","ENSMUSG00000022800","forty-two-three domain containing 1"
"1685","1456762_at","Gimap6","231931","ENSMUSG00000047867","GTPase, IMAP family member 6"
"1686","1425684_at","Akr1b10","67861","ENSMUSG00000061758","aldo-keto reductase family 1, member B10"
"1687","1440818_s_at","Sf3b1","81898","ENSMUSG00000025982","splicing factor 3b, subunit 1"
"1688","1419135_at","Ltb","16994","ENSMUSG00000024399","lymphotoxin B"
"1689","1419407_at","Hc","15139","ENSMUSG00000026874","hemolytic complement"
"1690","1441422_at","Gas2l1","78926","ENSMUSG00000034201","growth arrest-specific 2 like 1"
"1691","1437202_at","Mysm1","320713","ENSMUSG00000062627","myb-like, SWIRM and MPN domains 1"
"1692","1416802_a_at","Cdca5","67849","ENSMUSG00000024791","cell division cycle associated 5"
"1693","1456103_at","Pml","18854","ENSMUSG00000036986","promyelocytic leukemia"
"1694","1428735_at","Cd69","12515","ENSMUSG00000030156","CD69 antigen"
"1695","1452214_at","Skil","20482","ENSMUSG00000027660","SKI-like"
"1696","1434949_at","Armc8","74125","ENSMUSG00000032468","armadillo repeat containing 8"
"1697","1416332_at","Cirbp","12696","ENSMUSG00000045193","cold inducible RNA binding protein"
"1698","1457769_at","H60a","15101",NA,"histocompatibility 60a"
"1699","1418209_a_at","Pfn2","18645","ENSMUSG00000027805","profilin 2"
"1700","1450644_at","Zfp36l1","12192","ENSMUSG00000021127","zinc finger protein 36, C3H type-like 1"
"1701","1447621_s_at","Sting1","72512","ENSMUSG00000024349","stimulator of interferon response cGAMP interactor 1"
"1702","1437238_x_at","Nmd3","97112","ENSMUSG00000027787","NMD3 ribosome export adaptor"
"1703","1454852_at","Sp1","20683","ENSMUSG00000001280","trans-acting transcription factor 1"
"1704","1435550_at","Kmt2d","381022","ENSMUSG00000048154","lysine (K)-specific methyltransferase 2D"
"1705","1452960_at","Scyl3","240880","ENSMUSG00000026584","SCY1-like 3 (S. cerevisiae)"
"1706","1434141_at","Gucy1a1","60596","ENSMUSG00000033910","guanylate cyclase 1, soluble, alpha 1"
"1707","1428682_at","Zc3h6","78751","ENSMUSG00000042851","zinc finger CCCH type containing 6"
"1708","1453055_at","Sema6d","214968","ENSMUSG00000027200","sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D"
"1709","1451736_a_at","Map2k7","26400","ENSMUSG00000002948","mitogen-activated protein kinase kinase 7"
"1710","1434499_a_at","Ldhb","16832","ENSMUSG00000030246","lactate dehydrogenase B"
"1711","1415901_at","Plod3","26433","ENSMUSG00000004846","procollagen-lysine, 2-oxoglutarate 5-dioxygenase 3"
"1712","1425785_a_at","Txk","22165","ENSMUSG00000054892","TXK tyrosine kinase"
"1713","1418365_at","Ctsh","13036","ENSMUSG00000032359","cathepsin H"
"1714","1436959_x_at","Nsmf","56876","ENSMUSG00000006476","NMDA receptor synaptonuclear signaling and neuronal migration factor"
"1715","1437204_a_at","Tcf25","66855","ENSMUSG00000001472","transcription factor 25 (basic helix-loop-helix)"
"1716","1420699_at","Clec7a","56644","ENSMUSG00000079293","C-type lectin domain family 7, member a"
"1717","1422715_s_at","Acp1","11431","ENSMUSG00000044573","acid phosphatase 1, soluble"
"1718","1441054_at","Apol8","239552","ENSMUSG00000056656","apolipoprotein L 8"
"1719","1427006_at","Rapgef1","107746","ENSMUSG00000039844","Rap guanine nucleotide exchange factor (GEF) 1"
"1720","1429251_at","Prdm2","110593","ENSMUSG00000057637","PR domain containing 2, with ZNF domain"
"1721","1435020_at","Klhdc2","69554","ENSMUSG00000020978","kelch domain containing 2"
"1722","1455181_at","Rasa2","114713","ENSMUSG00000032413","RAS p21 protein activator 2"
"1723","1453149_at","Slc25a32","69906","ENSMUSG00000022299","solute carrier family 25, member 32"
"1724","1437121_at","Dennd1c","70785","ENSMUSG00000002668","DENN domain containing 1C"
"1725","1448730_at","Cpa3","12873","ENSMUSG00000001865","carboxypeptidase A3, mast cell"
"1726","1457264_at","Phf20l1","239510","ENSMUSG00000072501","PHD finger protein 20-like 1"
"1727","1455092_at","Zfp207","22680","ENSMUSG00000017421","zinc finger protein 207"
"1728","1439036_a_at","Atp1b1","11931","ENSMUSG00000026576","ATPase, Na+/K+ transporting, beta 1 polypeptide"
"1729","1425643_at","Gypa","14934","ENSMUSG00000051839","glycophorin A"
"1730","1454760_at","Htatsf1","72459","ENSMUSG00000067873","HIV TAT specific factor 1"
"1731","1438559_x_at","Slc44a2","68682","ENSMUSG00000057193","solute carrier family 44, member 2"
"1732","1417338_at","Epb42","13828","ENSMUSG00000023216","erythrocyte membrane protein band 4.2"
"1733","1420872_at","Gucy1b1","54195","ENSMUSG00000028005","guanylate cyclase 1, soluble, beta 1"
"1734","1423166_at","Cd36","12491","ENSMUSG00000002944","CD36 molecule"
"1735","1436998_at","Sowaha","237761","ENSMUSG00000044352","sosondowah ankyrin repeat domain family member A"
"1736","1451345_at","Mtap","66902","ENSMUSG00000062937","methylthioadenosine phosphorylase"
"1737","1427160_at","Pcf11","74737","ENSMUSG00000041328","PCF11 cleavage and polyadenylation factor subunit"
"1738","1451054_at","Orm1","18405","ENSMUSG00000039196","orosomucoid 1"
"1739","1434501_at","Ypel4","241525","ENSMUSG00000034059","yippee like 4"
"1740","1452125_at","Thrap3","230753","ENSMUSG00000043962","thyroid hormone receptor associated protein 3"
"1741","1449361_at","Tbx21","57765","ENSMUSG00000001444","T-box 21"
"1742","1427129_a_at","Hnrnpr","74326","ENSMUSG00000066037","heterogeneous nuclear ribonucleoprotein R"
"1743","1425888_at","Klra17","170733","ENSMUSG00000014543","killer cell lectin-like receptor, subfamily A, member 17"
"1744","1436039_at","Cmah","12763","ENSMUSG00000016756","cytidine monophospho-N-acetylneuraminic acid hydroxylase"
"1745","1453939_x_at","Gm9706","677168",NA,"predicted gene 9706"
"1746","1440819_s_at","Szt2","230676","ENSMUSG00000033253","SZT2 subunit of KICSTOR complex"
"1747","1433735_a_at","Tmem64","100201","ENSMUSG00000043252","transmembrane protein 64"
"1748","1434023_at","Cep120","225523","ENSMUSG00000048799","centrosomal protein 120"
"1749","1421854_at","Fgl2","14190","ENSMUSG00000039899","fibrinogen-like protein 2"
"1750","1455433_at","Zfp942","73233","ENSMUSG00000071267","zinc finger protein 942"
"1751","1448300_at","Mgst3","66447","ENSMUSG00000026688","microsomal glutathione S-transferase 3"
"1752","1423331_a_at","Nectin3","58998","ENSMUSG00000022656","nectin cell adhesion molecule 3"
"1753","1416145_at","Dhx15","13204","ENSMUSG00000029169","DEAH-box helicase 15"
"1754","1428633_at","Polr1f","28071","ENSMUSG00000020561","RNA polymerase I subunit F"
"1755","1448890_at","Klf2","16598","ENSMUSG00000055148","Kruppel-like transcription factor 2 (lung)"
"1756","1418587_at","Traf3","22031","ENSMUSG00000021277","TNF receptor-associated factor 3"
"1757","1429830_a_at","Cd59a","12509","ENSMUSG00000032679","CD59a antigen"
"1758","1436739_at","Agtr1a","11607","ENSMUSG00000049115","angiotensin II receptor, type 1a"
"1759","1422749_at","Ly6g6c","68468","ENSMUSG00000092586","lymphocyte antigen 6 family member G6C"
"1760","1428854_at","Tmed8","382620","ENSMUSG00000034111","transmembrane p24 trafficking protein 8"
"1761","1422474_at","Pde4b","18578","ENSMUSG00000028525","phosphodiesterase 4B, cAMP specific"
"1762","1417336_a_at","Sytl4","27359","ENSMUSG00000031255","synaptotagmin-like 4"
"1763","1451718_at","Plp1","18823","ENSMUSG00000031425","proteolipid protein (myelin) 1"
"1764","1425319_s_at","Snrnp48","67797","ENSMUSG00000021431","small nuclear ribonucleoprotein 48 (U11/U12)"
"1765","1422293_a_at","Kctd1","106931","ENSMUSG00000036225","potassium channel tetramerisation domain containing 1"
"1766","1422964_at","Rad23a","19358","ENSMUSG00000003813","RAD23 homolog A, nucleotide excision repair protein"
"1767","1420338_at","Alox15","11687","ENSMUSG00000018924","arachidonate 15-lipoxygenase"
"1768","1436598_at","Icos","54167","ENSMUSG00000026009","inducible T cell co-stimulator"
"1769","1423106_at","Ube2b","22210","ENSMUSG00000020390","ubiquitin-conjugating enzyme E2B"
"1770","1436898_at","Sfpq","71514","ENSMUSG00000028820","splicing factor proline/glutamine rich (polypyrimidine tract binding protein associated)"
"1771","1450031_at","Aff4","93736","ENSMUSG00000049470","AF4/FMR2 family, member 4"
"1772","1438828_at","Rapgef6","192786","ENSMUSG00000037533","Rap guanine nucleotide exchange factor (GEF) 6"
"1773","1438398_at","Rbm39","170791","ENSMUSG00000027620","RNA binding motif protein 39"
"1774","1438320_s_at","Mcm7","17220","ENSMUSG00000029730","minichromosome maintenance complex component 7"
"1775","1447774_x_at","Prxl2a","70564","ENSMUSG00000021792","peroxiredoxin like 2A"
"1776","1454822_x_at","Apcdd1","494504","ENSMUSG00000071847","adenomatosis polyposis coli down-regulated 1"
"1777","1439485_at","Zfp608","269023","ENSMUSG00000052713","zinc finger protein 608"
"1778","1460547_a_at","Hnrnpk","15387","ENSMUSG00000021546","heterogeneous nuclear ribonucleoprotein K"
"1779","1443586_at","Fip1l1","66899","ENSMUSG00000029227","factor interacting with PAPOLA and CPSF1"
"1780","1435278_at","Sft2d3","67158","ENSMUSG00000044982","SFT2 domain containing 3"
"1781","1419476_at","Adamdec1","58860","ENSMUSG00000022057","ADAM-like, decysin 1"
"1782","1430979_a_at","Prdx2","21672","ENSMUSG00000005161","peroxiredoxin 2"
"1783","1426402_at","Syncrip","56403","ENSMUSG00000032423","synaptotagmin binding, cytoplasmic RNA interacting protein"
"1784","1452203_at","Nabp1","109019","ENSMUSG00000026107","nucleic acid binding protein 1"
"1785","1422992_s_at","Pik3cd","18707","ENSMUSG00000039936","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta"
"1786","1451572_a_at","Mff","75734","ENSMUSG00000026150","mitochondrial fission factor"
"1787","1423095_s_at","Crbn","58799","ENSMUSG00000005362","cereblon"
"1788","1416295_a_at","Il2rg","16186","ENSMUSG00000031304","interleukin 2 receptor, gamma chain"
"1789","1415904_at","Lpl","16956","ENSMUSG00000015568","lipoprotein lipase"
"1790","1423079_a_at","Tomm20","67952","ENSMUSG00000093904","translocase of outer mitochondrial membrane 20"
"1791","1437658_a_at","Snord22","100127111","ENSMUSG00000065087","small nucleolar RNA, C/D box 22"
"1792","1439271_x_at","Ik","24010","ENSMUSG00000024474","IK cytokine"
"1793","1425214_at","P2ry6","233571","ENSMUSG00000048779","pyrimidinergic receptor P2Y, G-protein coupled, 6"
"1794","1439153_at","Rnf144b","218215","ENSMUSG00000038068","ring finger protein 144B"
"1795","1423375_at","Cir1","66935","ENSMUSG00000041777","corepressor interacting with RBPJ, 1"
"1796","1415794_a_at","Spin1","20729","ENSMUSG00000021395","spindlin 1"
"1797","1424354_at","Tmem140","68487","ENSMUSG00000057137","transmembrane protein 140"
"1798","1453003_at","Sorl1","20660","ENSMUSG00000049313","sortilin-related receptor, LDLR class A repeats-containing"
"1799","1448760_at","Zfp68","24135","ENSMUSG00000058291","zinc finger protein 68"
"1800","1457779_at","1110046J04Rik","68808","ENSMUSG00000085457","RIKEN cDNA 1110046J04 gene"
"1801","1423430_at","Mybbp1a","18432","ENSMUSG00000040463","MYB binding protein (P160) 1a"
"1802","1423083_at","Rab33b","19338","ENSMUSG00000027739","RAB33B, member RAS oncogene family"
"1803","1425562_s_at","Trnt1","70047","ENSMUSG00000013736","tRNA nucleotidyl transferase, CCA-adding, 1"
"1804","1453189_at","Ube2i","22196","ENSMUSG00000015120","ubiquitin-conjugating enzyme E2I"
"1805","1439122_at","Ddx6","13209","ENSMUSG00000032097","DEAD-box helicase 6"
"1806","1436766_at","Luc7l2","192196","ENSMUSG00000029823","LUC7-like 2 (S. cerevisiae)"
"1807","1416713_at","Tppp3","67971","ENSMUSG00000014846","tubulin polymerization-promoting protein family member 3"
"1808","1416239_at","Ass1","11898","ENSMUSG00000076441","argininosuccinate synthetase 1"
"1809","1419074_at","Chac2","68044","ENSMUSG00000020309","ChaC, cation transport regulator 2"
"1810","1451563_at","Adgre4","52614","ENSMUSG00000032915","adhesion G protein-coupled receptor E4"
"1811","1460604_at","Cybrd1","73649","ENSMUSG00000027015","cytochrome b reductase 1"
"1812","1428908_at","Rbm25","67039","ENSMUSG00000010608","RNA binding motif protein 25"
"1813","1427915_s_at","Eloc","67923","ENSMUSG00000079658","elongin C"
"1814","1419144_at","Cd163","93671","ENSMUSG00000008845","CD163 antigen"
"1815","1447547_at","Ltbp1","268977","ENSMUSG00000001870","latent transforming growth factor beta binding protein 1"
"1816","1452092_at","Chst15","77590","ENSMUSG00000030930","carbohydrate sulfotransferase 15"
"1817","1453304_s_at","Ly6e","17069","ENSMUSG00000022587","lymphocyte antigen 6 family member E"
"1818","1455362_at","Angel2","52477","ENSMUSG00000026634","angel homolog 2"
"1819","1436506_a_at","Snhg6","73824","ENSMUSG00000098234","small nucleolar RNA host gene 6"
"1820","1433908_a_at","Cttn","13043","ENSMUSG00000031078","cortactin"
"1821","1419209_at","Cxcl1","14825","ENSMUSG00000029380","C-X-C motif chemokine ligand 1"
"1822","1427161_at","Cenpf","108000","ENSMUSG00000026605","centromere protein F"
"1823","1417009_at","C1ra","50909","ENSMUSG00000055172","complement component 1, r subcomponent A"
"1824","1424556_at","Pycr1","209027","ENSMUSG00000025140","pyrroline-5-carboxylate reductase 1"
"1825","1452661_at","Tfrc","22042","ENSMUSG00000022797","transferrin receptor"
"1826","1420420_at","Hao1","15112","ENSMUSG00000027261","hydroxyacid oxidase 1, liver"
