"","PROBEID","SYMBOL","ENTREZID","ENSEMBL","GENENAME"
"1531","1435829_at","Zmat1","215693","ENSMUSG00000052676","zinc finger, matrin type 1"
"1532","1450627_at","Ank","11732","ENSMUSG00000022265","progressive ankylosis"
"1533","1417527_at","Ap3m2","64933","ENSMUSG00000031539","adaptor-related protein complex 3, mu 2 subunit"
"1534","1418847_at","Arg2","11847","ENSMUSG00000021125","arginase type II"
"1535","1447621_s_at","Sting1","72512","ENSMUSG00000024349","stimulator of interferon response cGAMP interactor 1"
"1536","1424436_at","Gart","14450","ENSMUSG00000022962","phosphoribosylglycinamide formyltransferase"
"1537","1450788_at","Saa1","20208","ENSMUSG00000074115","serum amyloid A 1"
"1538","1452316_at","Ints12","71793","ENSMUSG00000028016","integrator complex subunit 12"
"1539","1425294_at","Slamf8","74748","ENSMUSG00000053318","SLAM family member 8"
"1540","1419209_at","Cxcl1","14825","ENSMUSG00000029380","C-X-C motif chemokine ligand 1"
"1541","1416410_at","Pafah1b3","18476","ENSMUSG00000005447","platelet-activating factor acetylhydrolase, isoform 1b, subunit 3"
"1542","1439036_a_at","Atp1b1","11931","ENSMUSG00000026576","ATPase, Na+/K+ transporting, beta 1 polypeptide"
"1543","1436501_at","Mtus1","102103","ENSMUSG00000045636","mitochondrial tumor suppressor 1"
"1544","1460224_at","Snx2","67804","ENSMUSG00000034484","sorting nexin 2"
"1545","1424067_at","Icam1","15894","ENSMUSG00000037405","intercellular adhesion molecule 1"
"1546","1421463_at","Siglece","83382","ENSMUSG00000030474","sialic acid binding Ig-like lectin E"
"1547","1419515_at","Fgd2","26382","ENSMUSG00000024013","FYVE, RhoGEF and PH domain containing 2"
"1548","1437378_x_at","Scarb1","20778","ENSMUSG00000037936","scavenger receptor class B, member 1"
"1549","1418645_at","Hal","15109","ENSMUSG00000020017","histidine ammonia lyase"
"1550","1435608_at","Znrf3","407821","ENSMUSG00000041961","zinc and ring finger 3"
"1551","1421291_at","Il18rap","16174","ENSMUSG00000026068","interleukin 18 receptor accessory protein"
"1552","1426315_a_at","Tmem268","230279","ENSMUSG00000045917","transmembrane protein 268"
"1553","1425531_at","Znhit1","70103","ENSMUSG00000059518","zinc finger, HIT domain containing 1"
"1554","1450430_at","Mrc1","17533","ENSMUSG00000026712","mannose receptor, C type 1"
"1555","1415996_at","Txnip","56338","ENSMUSG00000038393","thioredoxin interacting protein"
"1556","1419060_at","Gzmb","14939","ENSMUSG00000015437","granzyme B"
"1557","1452092_at","Chst15","77590","ENSMUSG00000030930","carbohydrate sulfotransferase 15"
"1558","1418468_at","Anxa11","11744","ENSMUSG00000021866","annexin A11"
"1559","1438855_x_at","Tnfaip2","21928","ENSMUSG00000021281","tumor necrosis factor, alpha-induced protein 2"
"1560","1417135_at","Srpk2","20817","ENSMUSG00000062604","serine/arginine-rich protein specific kinase 2"
"1561","1418465_at","Ncf4","17972","ENSMUSG00000071715","neutrophil cytosolic factor 4"
"1562","1436448_a_at","Ptgs1","19224","ENSMUSG00000047250","prostaglandin-endoperoxide synthase 1"
"1563","1449965_at","Mcpt8","17231","ENSMUSG00000022157","mast cell protease 8"
"1564","1417291_at","Tnfrsf1a","21937","ENSMUSG00000030341","tumor necrosis factor receptor superfamily, member 1a"
"1565","1451386_at","Blvrb","233016","ENSMUSG00000040466","biliverdin reductase B"
"1566","1424599_at","Fgl1","234199","ENSMUSG00000031594","fibrinogen-like protein 1"
"1567","1431694_a_at","Ctnnbip1","67087","ENSMUSG00000028988","catenin beta interacting protein 1"
"1568","1426784_at","Trim47","217333","ENSMUSG00000020773","tripartite motif-containing 47"
"1569","1451254_at","Elp1","230233","ENSMUSG00000028431","elongator complex protein 1"
"1570","1445106_at","Gm19816","100503654",NA,"predicted gene, 19816"
"1571","1428389_s_at","Wdr43","72515","ENSMUSG00000041057","WD repeat domain 43"
"1572","1455351_at","U2surp","67958","ENSMUSG00000032407","U2 snRNP-associated SURP domain containing"
"1573","1416625_at","Serping1","12258","ENSMUSG00000023224","serine (or cysteine) peptidase inhibitor, clade G, member 1"
"1574","1439485_at","Zfp608","269023","ENSMUSG00000052713","zinc finger protein 608"
"1575","1452754_at","Creld2","76737","ENSMUSG00000023272","cysteine-rich with EGF-like domains 2"
"1576","1434945_at","Lpcat2","270084","ENSMUSG00000033192","lysophosphatidylcholine acyltransferase 2"
"1577","1455169_at","Rab11fip2","74998","ENSMUSG00000040022","RAB11 family interacting protein 2 (class I)"
"1578","1421734_at","Cxcr2","12765","ENSMUSG00000026180","C-X-C motif chemokine receptor 2"
"1579","1456227_x_at","Rbbp7","245688","ENSMUSG00000031353","retinoblastoma binding protein 7, chromatin remodeling factor"
"1580","1430878_at","2210406H18Rik","70133",NA,"RIKEN cDNA 2210406H18 gene"
"1581","1438816_at","Ahctf1","226747","ENSMUSG00000026491","AT hook containing transcription factor 1"
"1582","1419059_at","Apcs","20219","ENSMUSG00000026542","amyloid P component, serum"
"1583","1426438_at","Ddx3y","26900","ENSMUSG00000069045","DEAD box helicase 3, Y-linked"
"1584","1422580_at","Myl4","17896","ENSMUSG00000061086","myosin, light polypeptide 4"
"1585","1460227_at","Timp1","21857","ENSMUSG00000001131","tissue inhibitor of metalloproteinase 1"
"1586","1424638_at","Cdkn1a","12575","ENSMUSG00000023067","cyclin dependent kinase inhibitor 1A"
"1587","1443586_at","Fip1l1","66899","ENSMUSG00000029227","factor interacting with PAPOLA and CPSF1"
"1588","1436766_at","Luc7l2","192196","ENSMUSG00000029823","LUC7-like 2 (S. cerevisiae)"
"1589","1418126_at","Ccl5","20304","ENSMUSG00000035042","C-C motif chemokine ligand 5"
"1590","1454814_s_at","Prps1l3","328099","ENSMUSG00000079104","phosphoribosyl pyrophosphate synthetase 1-like 3"
"1591","1437238_x_at","Nmd3","97112","ENSMUSG00000027787","NMD3 ribosome export adaptor"
"1592","1439089_at","Zbtb41","226470","ENSMUSG00000033964","zinc finger and BTB domain containing 41"
"1593","1416713_at","Tppp3","67971","ENSMUSG00000014846","tubulin polymerization-promoting protein family member 3"
"1594","1435641_at","Mgat4a","269181","ENSMUSG00000026110","mannoside acetylglucosaminyltransferase 4, isoenzyme A"
"1595","1460194_at","Phyh","16922","ENSMUSG00000026664","phytanoyl-CoA hydroxylase"
"1596","1454760_at","Htatsf1","72459","ENSMUSG00000067873","HIV TAT specific factor 1"
"1597","1449984_at","Cxcl2","20310","ENSMUSG00000058427","C-X-C motif chemokine ligand 2"
"1598","1416441_at","Cpq","54381","ENSMUSG00000039007","carboxypeptidase Q"
"1599","1419006_s_at","Peli2","93834","ENSMUSG00000021846","pellino 2"
"1600","1435584_at","P2ry10b","213438","ENSMUSG00000054293","purinergic receptor P2Y, G-protein coupled 10B"
"1601","1435582_at","Wdfy4","545030","ENSMUSG00000051506","WD repeat and FYVE domain containing 4"
"1602","1460351_at","S100a11","20195","ENSMUSG00000027907","S100 calcium binding protein A11"
"1603","1423833_a_at","Mpc2","70456","ENSMUSG00000026568","mitochondrial pyruvate carrier 2"
"1604","1425023_at","Usp3","235441","ENSMUSG00000032376","ubiquitin specific peptidase 3"
"1605","1428735_at","Cd69","12515","ENSMUSG00000030156","CD69 antigen"
"1606","1427129_a_at","Hnrnpr","74326","ENSMUSG00000066037","heterogeneous nuclear ribonucleoprotein R"
"1607","1423106_at","Ube2b","22210","ENSMUSG00000020390","ubiquitin-conjugating enzyme E2B"
"1608","1422668_at","Serpinb9b","20706","ENSMUSG00000021403","serine (or cysteine) peptidase inhibitor, clade B, member 9b"
"1609","1424615_at","Pgap2","233575","ENSMUSG00000030990","post-GPI attachment to proteins 2"
"1610","1456060_at","Maf","17132","ENSMUSG00000055435","MAF bZIP transcription factor"
"1611","1416543_at","Nfe2l2","18024","ENSMUSG00000015839","nuclear factor, erythroid derived 2, like 2"
"1612","1450624_at","Bhmt","12116","ENSMUSG00000074768","betaine-homocysteine methyltransferase"
"1613","1426599_a_at","Slc2a1","20525","ENSMUSG00000028645","solute carrier family 2 (facilitated glucose transporter), member 1"
"1614","1423319_at","Hhex","15242","ENSMUSG00000024986","hematopoietically expressed homeobox"
"1615","1423944_at","Hpx","15458","ENSMUSG00000030895","hemopexin"
"1616","1418612_at","Slfn1","20555","ENSMUSG00000078763","schlafen 1"
"1617","1423725_at","Pls3","102866","ENSMUSG00000016382","plastin 3 (T-isoform)"
"1618","1423693_at","Cela1","109901","ENSMUSG00000023031","chymotrypsin-like elastase family, member 1"
"1619","1431808_a_at","Itih4","16427","ENSMUSG00000021922","inter alpha-trypsin inhibitor, heavy chain 4"
"1620","1423423_at","Pdia3","14827","ENSMUSG00000027248","protein disulfide isomerase associated 3"
"1621","1450403_at","Stat2","20847","ENSMUSG00000040033","signal transducer and activator of transcription 2"
"1622","1460287_at","Timp2","21858","ENSMUSG00000017466","tissue inhibitor of metalloproteinase 2"
"1623","1437150_at","Fam110b","242297","ENSMUSG00000049119","family with sequence similarity 110, member B"
"1624","1450779_at","Fabp7","12140","ENSMUSG00000019874","fatty acid binding protein 7, brain"
"1625","1449222_at","Ebi3","50498","ENSMUSG00000003206","Epstein-Barr virus induced gene 3"
"1626","1448436_a_at","Irf1","16362","ENSMUSG00000018899","interferon regulatory factor 1"
"1627","1416649_at","Ambp","11699","ENSMUSG00000028356","alpha 1 microglobulin/bikunin precursor"
"1628","1426416_a_at","Yipf4","67864","ENSMUSG00000024072","Yip1 domain family, member 4"
"1629","1447678_at","Hsd17b14","66065","ENSMUSG00000030825","hydroxysteroid (17-beta) dehydrogenase 14"
"1630","1434372_at","AW112010","107350","ENSMUSG00000075010","expressed sequence AW112010"
"1631","1426402_at","Syncrip","56403","ENSMUSG00000032423","synaptotagmin binding, cytoplasmic RNA interacting protein"
"1632","1449326_x_at","Saa2","20209","ENSMUSG00000057465","serum amyloid A 2"
"1633","1420764_at","Scrg1","20284","ENSMUSG00000031610","scrapie responsive gene 1"
"1634","1419100_at","Serpina3n","20716","ENSMUSG00000021091","serine (or cysteine) peptidase inhibitor, clade A, member 3N"
"1635","1428682_at","Zc3h6","78751","ENSMUSG00000042851","zinc finger CCCH type containing 6"
"1636","1418239_at","Apof","103161","ENSMUSG00000047631","apolipoprotein F"
"1637","1455643_s_at","Tsr1","104662","ENSMUSG00000038335","TSR1 20S rRNA accumulation"
"1638","1417292_at","Ifi47","15953","ENSMUSG00000078920","interferon gamma inducible protein 47"
"1639","1452246_at","Ostf1","20409","ENSMUSG00000024725","osteoclast stimulating factor 1"
"1640","1425785_a_at","Txk","22165","ENSMUSG00000054892","TXK tyrosine kinase"
"1641","1453915_a_at","Slc37a3","72144","ENSMUSG00000029924","solute carrier family 37 (glycerol-3-phosphate transporter), member 3"
"1642","1456795_at","Bend4","666938","ENSMUSG00000092060","BEN domain containing 4"
"1643","1451077_at","Rpl5","100503670","ENSMUSG00000058558","ribosomal protein L5"
"1644","1423153_x_at","Cfh","12628","ENSMUSG00000026365","complement component factor h"
"1645","1448465_at","Nipsnap1","18082","ENSMUSG00000034285","nipsnap homolog 1"
"1646","1441516_a_at","C130050O18Rik","319772","ENSMUSG00000044092","RIKEN cDNA C130050O18 gene"
"1647","1422852_at","Cib2","56506","ENSMUSG00000037493","calcium and integrin binding family member 2"
"1648","1422978_at","Cybb","13058","ENSMUSG00000015340","cytochrome b-245, beta polypeptide"
"1649","1423142_a_at","Gtpbp4","69237","ENSMUSG00000021149","GTP binding protein 4"
"1650","1419692_a_at","Ltc4s","17001","ENSMUSG00000020377","leukotriene C4 synthase"
"1651","1429123_at","Rab27a","11891","ENSMUSG00000032202","RAB27A, member RAS oncogene family"
"1652","1427957_at","Adtrp","109254","ENSMUSG00000058022","androgen dependent TFPI regulating protein"
"1653","1451144_at","Brix1","67832","ENSMUSG00000022247","BRX1, biogenesis of ribosomes"
"1654","1437726_x_at","C1qb","12260","ENSMUSG00000036905","complement component 1, q subcomponent, beta polypeptide"
"1655","1452291_at","Arap2","212285","ENSMUSG00000037999","ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2"
"1656","1428790_at","Nfam1","74039","ENSMUSG00000058099","Nfat activating molecule with ITAM motif 1"
"1657","1416249_at","Nadk","192185","ENSMUSG00000029063","NAD kinase"
"1658","1426415_a_at","Trim25","217069","ENSMUSG00000000275","tripartite motif-containing 25"
"1659","1452483_a_at","Cd44","12505","ENSMUSG00000005087","CD44 antigen"
"1660","1422754_at","Tmod1","21916","ENSMUSG00000028328","tropomodulin 1"
"1661","1418853_at","Apon","28194","ENSMUSG00000051716","apolipoprotein N"
"1662","1416503_at","Lxn","17035","ENSMUSG00000047557","latexin"
"1663","1452787_a_at","Prmt1","15469","ENSMUSG00000109324","protein arginine N-methyltransferase 1"
"1664","1440173_x_at","Selp","20344","ENSMUSG00000026580","selectin, platelet"
"1665","1449579_at","Sh3yl1","24057","ENSMUSG00000020669","Sh3 domain YSC-like 1"
"1666","1423323_at","Tacstd2","56753","ENSMUSG00000051397","tumor-associated calcium signal transducer 2"
"1667","1424279_at","Fga","14161","ENSMUSG00000028001","fibrinogen alpha chain"
"1668","1454838_s_at","Pkdcc","106522","ENSMUSG00000024247","protein kinase domain containing, cytoplasmic"
"1669","1421946_at","Crp","12944","ENSMUSG00000037942","C-reactive protein, pentraxin-related"
"1670","1434015_at","Slc2a6","227659","ENSMUSG00000036067","solute carrier family 2 (facilitated glucose transporter), member 6"
"1671","1450033_a_at","Stat1","20846","ENSMUSG00000026104","signal transducer and activator of transcription 1"
"1672","1433902_at","Kbtbd8","243574","ENSMUSG00000030031","kelch repeat and BTB (POZ) domain containing 8"
"1673","1421525_a_at","Naip5","17951","ENSMUSG00000071203","NLR family, apoptosis inhibitory protein 5"
"1674","1450355_a_at","Capg","12332","ENSMUSG00000056737","capping actin protein, gelsolin like"
"1675","1448274_at","C1qbp","12261","ENSMUSG00000018446","complement component 1, q subcomponent binding protein"
"1676","1454733_at","Nod1","107607","ENSMUSG00000038058","nucleotide-binding oligomerization domain containing 1"
"1677","1434840_at","Agfg1","15463","ENSMUSG00000026159","ArfGAP with FG repeats 1"
"1678","1419494_a_at","Tpd52","21985","ENSMUSG00000027506","tumor protein D52"
"1679","1419074_at","Chac2","68044","ENSMUSG00000020309","ChaC, cation transport regulator 2"
"1680","1434645_at","Cracd","320827","ENSMUSG00000036377","capping protein inhibiting regulator of actin"
"1681","1429008_at","Ufl1","67490","ENSMUSG00000040359","UFM1 specific ligase 1"
"1682","1424649_a_at","Tspan8","216350","ENSMUSG00000034127","tetraspanin 8"
"1683","1417995_at","Ptpn22","19260","ENSMUSG00000027843","protein tyrosine phosphatase, non-receptor type 22 (lymphoid)"
"1684","1439839_at","D130051D11Rik","115488527",NA,"RIKEN cDNA D130051D11 gene"
"1685","1426169_a_at","Lat2","56743","ENSMUSG00000040751","linker for activation of T cells family, member 2"
"1686","1436921_at","Atp7a","11977","ENSMUSG00000033792","ATPase, Cu++ transporting, alpha polypeptide"
"1687","1450699_at","Selenbp1","20341","ENSMUSG00000068874","selenium binding protein 1"
"1688","1453312_at","Dcaf6","74106","ENSMUSG00000026571","DDB1 and CUL4 associated factor 6"
"1689","1424250_a_at","Arhgef3","71704","ENSMUSG00000021895","Rho guanine nucleotide exchange factor 3"
"1690","1417124_at","Dstn","56431","ENSMUSG00000015932","destrin"
"1691","1416676_at","Kng1","16644","ENSMUSG00000022875","kininogen 1"
"1692","1431830_at","Zfp329","67230","ENSMUSG00000057894","zinc finger protein 329"
"1693","1451161_a_at","Adgre1","13733","ENSMUSG00000004730","adhesion G protein-coupled receptor E1"
"1694","1448680_at","Serpina1c","20702","ENSMUSG00000079015","serine (or cysteine) peptidase inhibitor, clade A, member 1C"
"1695","1434557_at","Hip1","215114","ENSMUSG00000039959","huntingtin interacting protein 1"
"1696","1454193_at","5430401H09Rik","100504461","ENSMUSG00000112071","RIKEN cDNA 5430401H09 gene"
"1697","1420484_a_at","Vtn","22370","ENSMUSG00000017344","vitronectin"
"1698","1433466_at","AI467606","101602","ENSMUSG00000045165","expressed sequence AI467606"
"1699","1436397_at","Tifab","212937","ENSMUSG00000049625","TRAF-interacting protein with forkhead-associated domain, family member B"
"1700","1426917_s_at","Scrn3","74616","ENSMUSG00000008226","secernin 3"
"1701","1418897_at","F2","14061","ENSMUSG00000027249","coagulation factor II"
"1702","1419451_at","Fzr1","56371","ENSMUSG00000020235","fizzy and cell division cycle 20 related 1"
"1703","1449015_at","Retnla","57262","ENSMUSG00000061100","resistin like alpha"
"1704","1448752_at","Car2","12349","ENSMUSG00000027562","carbonic anhydrase 2"
"1705","1453055_at","Sema6d","214968","ENSMUSG00000027200","sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D"
"1706","1418794_at","Cds2","110911","ENSMUSG00000058793","CDP-diacylglycerol synthase 2"
"1707","1452514_a_at","Kit","16590","ENSMUSG00000005672","KIT proto-oncogene receptor tyrosine kinase"
"1708","1415904_at","Lpl","16956","ENSMUSG00000015568","lipoprotein lipase"
"1709","1452837_at","Lpin2","64898","ENSMUSG00000024052","lipin 2"
"1710","1434120_a_at","Metap2","56307","ENSMUSG00000036112","methionine aminopeptidase 2"
"1711","1431166_at","Chd1","12648","ENSMUSG00000023852","chromodomain helicase DNA binding protein 1"
"1712","1437870_at","Slco4c1","227394","ENSMUSG00000040693","solute carrier organic anion transporter family, member 4C1"
"1713","1455093_a_at","Ahsg","11625","ENSMUSG00000022868","alpha-2-HS-glycoprotein"
"1714","1417381_at","C1qa","12259","ENSMUSG00000036887","complement component 1, q subcomponent, alpha polypeptide"
"1715","1449193_at","Cd5l","11801","ENSMUSG00000015854","CD5 antigen-like"
"1716","1425050_at","Isoc1","66307","ENSMUSG00000024601","isochorismatase domain containing 1"
"1717","1448316_at","Cmtm3","68119","ENSMUSG00000031875","CKLF-like MARVEL transmembrane domain containing 3"
"1718","1418771_a_at","Cpb2","56373","ENSMUSG00000021999","carboxypeptidase B2"
"1719","1425947_at","Ifng","15978","ENSMUSG00000055170","interferon gamma"
"1720","1416025_at","Fgg","99571","ENSMUSG00000033860","fibrinogen gamma chain"
"1721","1455337_at","Fgd4","224014","ENSMUSG00000022788","FYVE, RhoGEF and PH domain containing 4"
"1722","1415994_at","Cyp2e1","13106","ENSMUSG00000025479","cytochrome P450, family 2, subfamily e, polypeptide 1"
"1723","1416380_at","Mov10","17454","ENSMUSG00000002227","Mov10 RISC complex RNA helicase"
"1724","1433968_a_at","Megf9","230316","ENSMUSG00000039270","multiple EGF-like-domains 9"
"1725","1431296_at","Gpr15","71223","ENSMUSG00000047293","G protein-coupled receptor 15"
"1726","1449431_at","Trpc6","22068","ENSMUSG00000031997","transient receptor potential cation channel, subfamily C, member 6"
"1727","1415901_at","Plod3","26433","ENSMUSG00000004846","procollagen-lysine, 2-oxoglutarate 5-dioxygenase 3"
"1728","1417909_at","Serpinc1","11905","ENSMUSG00000026715","serine (or cysteine) peptidase inhibitor, clade C (antithrombin), member 1"
"1729","1418050_at","Gpld1","14756","ENSMUSG00000021340","glycosylphosphatidylinositol specific phospholipase D1"
"1730","1418365_at","Ctsh","13036","ENSMUSG00000032359","cathepsin H"
"1731","1425260_at","Alb","11657","ENSMUSG00000029368","albumin"
"1732","1451345_at","Mtap","66902","ENSMUSG00000062937","methylthioadenosine phosphorylase"
"1733","1449123_at","Itih3","16426","ENSMUSG00000006522","inter-alpha trypsin inhibitor, heavy chain 3"
"1734","1426547_at","Gc","14473","ENSMUSG00000035540","vitamin D binding protein"
"1735","1422468_at","Ppt1","19063","ENSMUSG00000028657","palmitoyl-protein thioesterase 1"
"1736","1445897_s_at","Ifi35","70110","ENSMUSG00000010358","interferon-induced protein 35"
"1737","1460014_at","Treml4","224840","ENSMUSG00000051682","triggering receptor expressed on myeloid cells-like 4"
"1738","1456573_x_at","Nnt","18115","ENSMUSG00000116207","nicotinamide nucleotide transhydrogenase"
"1739","1456573_x_at","Nnt","18115","ENSMUSG00000025453","nicotinamide nucleotide transhydrogenase"
"1740","1416316_at","Slc27a2","26458","ENSMUSG00000027359","solute carrier family 27 (fatty acid transporter), member 2"
"1741","1437993_x_at","Qdpr","110391","ENSMUSG00000015806","quinoid dihydropteridine reductase"
"1742","1417710_at","Mettl9","59052","ENSMUSG00000030876","methyltransferase like 9"
"1743","1436576_at","Calhm6","215900","ENSMUSG00000046031","calcium homeostasis modulator family member 6"
"1744","1427837_at","Igkv15-103","692169","ENSMUSG00000076523","immunoglobulin kappa chain variable 15-103"
"1745","1435288_at","Coro1a","12721","ENSMUSG00000030707","coronin, actin binding protein 1A"
"1746","1421456_at","P2ry1","18441","ENSMUSG00000027765","purinergic receptor P2Y, G-protein coupled 1"
"1747","1416677_at","Apoh","11818","ENSMUSG00000000049","apolipoprotein H"
"1748","1428733_at","Gngt2","14710","ENSMUSG00000038811","guanine nucleotide binding protein (G protein), gamma transducing activity polypeptide 2"
"1749","1416729_at","Plg","18815","ENSMUSG00000059481","plasminogen"
"1750","1454268_a_at","Cyba","13057","ENSMUSG00000006519","cytochrome b-245, alpha polypeptide"
"1751","1423866_at","Serpina3k","20714","ENSMUSG00000058207","serine (or cysteine) peptidase inhibitor, clade A, member 3K"
"1752","1448659_at","Casp7","12369","ENSMUSG00000025076","caspase 7"
"1753","1456019_at","Cwf19l2","244672","ENSMUSG00000025898","CWF19 like cell cycle control factor 2"
"1754","1448723_at","Rdh7","54150","ENSMUSG00000040134","retinol dehydrogenase 7"
"1755","1439610_at","Rab27b","80718","ENSMUSG00000024511","RAB27B, member RAS oncogene family"
"1756","1449829_at","Itgb2l","16415","ENSMUSG00000000157","integrin beta 2-like"
"1757","1417246_at","Pzp","11287","ENSMUSG00000030359","PZP, alpha-2-macroglobulin like"
"1758","1428391_at","Rab3il1","74760","ENSMUSG00000024663","RAB3A interacting protein (rabin3)-like 1"
"1759","1419063_at","Ugt8a","22239","ENSMUSG00000032854","UDP galactosyltransferase 8A"
"1760","1454727_at","Afap1l1","106877","ENSMUSG00000033032","actin filament associated protein 1-like 1"
"1761","1434068_s_at","AI662270","100043636","ENSMUSG00000087107","expressed sequence AI662270"
"1762","1417776_at","Azgp1","12007","ENSMUSG00000037053","alpha-2-glycoprotein 1, zinc"
"1763","1418359_at","Mettl27","79565","ENSMUSG00000040557","methyltransferase like 27"
"1764","1435596_at","Gsap","212167","ENSMUSG00000039934","gamma-secretase activating protein"
"1765","1421977_at","Mmp19","58223","ENSMUSG00000025355","matrix metallopeptidase 19"
"1766","1449947_s_at","Zfhx3","11906","ENSMUSG00000038872","zinc finger homeobox 3"
"1767","1421118_a_at","Adgrg1","14766","ENSMUSG00000031785","adhesion G protein-coupled receptor G1"
"1768","1418282_x_at","Serpina1b","20701","ENSMUSG00000071178","serine (or cysteine) preptidase inhibitor, clade A, member 1B"
"1769","1428079_at","Fgb","110135","ENSMUSG00000033831","fibrinogen beta chain"
"1770","1416295_a_at","Il2rg","16186","ENSMUSG00000031304","interleukin 2 receptor, gamma chain"
"1771","1421921_at","Serpina3m","20717","ENSMUSG00000079012","serine (or cysteine) peptidase inhibitor, clade A, member 3M"
"1772","1448949_at","Car4","12351","ENSMUSG00000000805","carbonic anhydrase 4"
"1773","1424273_at","Cyp2c70","226105","ENSMUSG00000060613","cytochrome P450, family 2, subfamily c, polypeptide 70"
"1774","1417950_a_at","Apoa2","11807","ENSMUSG00000005681","apolipoprotein A-II"
"1775","1418724_at","Cfi","12630","ENSMUSG00000058952","complement component factor i"
"1776","1451572_a_at","Mff","75734","ENSMUSG00000026150","mitochondrial fission factor"
"1777","1454197_a_at","Ccdc86","108673","ENSMUSG00000024732","coiled-coil domain containing 86"
"1778","1424356_a_at","Metrnl","210029","ENSMUSG00000039208","meteorin, glial cell differentiation regulator-like"
"1779","1444409_at","Rph3al","380714","ENSMUSG00000020847","rabphilin 3A-like (without C2 domains)"
"1780","1434949_at","Armc8","74125","ENSMUSG00000032468","armadillo repeat containing 8"
"1781","1429379_at","Lyve1","114332","ENSMUSG00000030787","lymphatic vessel endothelial hyaluronan receptor 1"
"1782","1450919_at","Mpp1","17524","ENSMUSG00000031402","membrane protein, palmitoylated"
"1783","1450332_s_at","Fmo5","14263","ENSMUSG00000028088","flavin containing monooxygenase 5"
"1784","1455913_x_at","Ttr","22139","ENSMUSG00000061808","transthyretin"
"1785","1451777_at","Ddx60","234311","ENSMUSG00000037921","DExD/H box helicase 60"
"1786","1419691_at","Camp","12796","ENSMUSG00000038357","cathelicidin antimicrobial peptide"
"1787","1418021_at","C4b","12268","ENSMUSG00000073418","complement C4B (Chido blood group)"
"1788","1425814_a_at","Calcrl","54598","ENSMUSG00000059588","calcitonin receptor-like"
"1789","1418216_at","Ggt5","23887","ENSMUSG00000006344","gamma-glutamyltransferase 5"
"1790","1449242_s_at","Hrg","94175","ENSMUSG00000022877","histidine-rich glycoprotein"
"1791","1423430_at","Mybbp1a","18432","ENSMUSG00000040463","MYB binding protein (P160) 1a"
"1792","1448470_at","Fbp1","14121","ENSMUSG00000069805","fructose bisphosphatase 1"
"1793","1450986_at","Nop58","55989","ENSMUSG00000026020","NOP58 ribonucleoprotein"
"1794","1435657_at","Ston2","108800","ENSMUSG00000020961","stonin 2"
"1795","1419232_a_at","Apoa1","11806","ENSMUSG00000032083","apolipoprotein A-I"
"1796","1417702_a_at","Hnmt","140483","ENSMUSG00000026986","histamine N-methyltransferase"
"1797","1419407_at","Hc","15139","ENSMUSG00000026874","hemolytic complement"
"1798","1448546_at","Rassf3","192678","ENSMUSG00000025795","Ras association (RalGDS/AF-6) domain family member 3"
"1799","1425704_at","Dhrs11","192970","ENSMUSG00000034449","dehydrogenase/reductase 11"
"1800","1460604_at","Cybrd1","73649","ENSMUSG00000027015","cytochrome b reductase 1"
"1801","1426225_at","Rbp4","19662","ENSMUSG00000024990","retinol binding protein 4, plasma"
"1802","1449368_at","Dcn","13179","ENSMUSG00000019929","decorin"
"1803","1415837_at","Klk1","16612","ENSMUSG00000063903","kallikrein 1"
"1804","1451079_at","Adpgk","72141","ENSMUSG00000025236","ADP-dependent glucokinase"
"1805","1418190_at","Pon1","18979","ENSMUSG00000002588","paraoxonase 1"
"1806","1423520_at","Lmnb1","16906","ENSMUSG00000024590","lamin B1"
"1807","1453149_at","Slc25a32","69906","ENSMUSG00000022299","solute carrier family 25, member 32"
"1808","1419700_a_at","Prom1","19126","ENSMUSG00000029086","prominin 1"
"1809","1436039_at","Cmah","12763","ENSMUSG00000016756","cytidine monophospho-N-acetylneuraminic acid hydroxylase"
"1810","1448683_at","Cyp2d26","76279","ENSMUSG00000022445","cytochrome P450, family 2, subfamily d, polypeptide 26"
"1811","1455203_at","A930003A15Rik","68162","ENSMUSG00000075330","RIKEN cDNA A930003A15 gene"
"1812","1448300_at","Mgst3","66447","ENSMUSG00000026688","microsomal glutathione S-transferase 3"
"1813","1448842_at","Cdo1","12583","ENSMUSG00000033022","cysteine dioxygenase 1, cytosolic"
"1814","1419573_a_at","Lgals1","16852","ENSMUSG00000068220","lectin, galactose binding, soluble 1"
"1815","1423475_at","Cnnm2","94219","ENSMUSG00000064105","cyclin M2"
"1816","1423166_at","Cd36","12491","ENSMUSG00000002944","CD36 molecule"
"1817","1423147_at","Mat1a","11720","ENSMUSG00000037798","methionine adenosyltransferase 1A"
"1818","1455593_at","Apob","238055","ENSMUSG00000020609","apolipoprotein B"
"1819","1419873_s_at","Csf1r","12978","ENSMUSG00000024621","colony stimulating factor 1 receptor"
"1820","1433908_a_at","Cttn","13043","ENSMUSG00000031078","cortactin"
"1821","1428562_at","Mir22hg","100042498","ENSMUSG00000085148","Mir22 host gene (non-protein coding)"
"1822","1450641_at","Vim","22352","ENSMUSG00000026728","vimentin"
"1823","1436759_x_at","Cnn3","71994","ENSMUSG00000053931","calponin 3, acidic"
